Ref_Date,GEO,Geographical classification,AGE,SEX,UNIT,Vector,Coordinate,Value
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Life expectancy,v53829276,68.2.1.1,18.9
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53829277,68.2.1.2,17.7
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53829277,68.2.1.2,18.7
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53829277,68.2.1.2,18.7
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,"Low 95% confidence interval, life expectancy",v53829277,68.2.1.2,18.8
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53829278,68.2.1.3,18.0
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53829278,68.2.1.3,19.0
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53829278,68.2.1.3,19.0
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,"High 95% confidence interval, life expectancy",v53829278,68.2.1.3,19.0
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Statistically different from the Canada rate (number),v53829279,68.2.1.4,-1.0
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Statistically different from the Canada rate (number),v53829279,68.2.1.4,-1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Statistically different from the Canada rate (number),v53829279,68.2.1.4,-1.0
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Statistically different from the Canada rate (number),v53829279,68.2.1.4,-1.0
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Statistically different from the provincial rate (number),v53829280,68.2.1.5,-1.0
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Statistically different from the provincial rate (number),v53829280,68.2.1.5,-1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Statistically different from the provincial rate (number),v53829280,68.2.1.5,-1.0
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Statistically different from the provincial rate (number),v53829280,68.2.1.5,-1.0
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53829281,68.2.1.7,..
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53829281,68.2.1.7,1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53829281,68.2.1.7,..
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Both sexes,Statistically different from reference period five years previous (number),v53829281,68.2.1.7,..
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Males,Life expectancy,v53829282,68.2.2.1,15.9
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Males,Life expectancy,v53829282,68.2.2.1,17.2
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Males,Life expectancy,v53829282,68.2.2.1,17.1
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Males,Life expectancy,v53829282,68.2.2.1,17.1
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Males,"Low 95% confidence interval, life expectancy",v53829283,68.2.2.2,15.7
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Males,"Low 95% confidence interval, life expectancy",v53829283,68.2.2.2,17.0
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Males,"Low 95% confidence interval, life expectancy",v53829283,68.2.2.2,16.9
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Males,"Low 95% confidence interval, life expectancy",v53829283,68.2.2.2,16.9
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Males,"High 95% confidence interval, life expectancy",v53829284,68.2.2.3,16.1
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Males,"High 95% confidence interval, life expectancy",v53829284,68.2.2.3,17.4
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Males,"High 95% confidence interval, life expectancy",v53829284,68.2.2.3,17.3
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Males,"High 95% confidence interval, life expectancy",v53829284,68.2.2.3,17.3
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Males,Statistically different from the Canada rate (number),v53829285,68.2.2.4,-1.0
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Males,Statistically different from the Canada rate (number),v53829285,68.2.2.4,-1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Males,Statistically different from the Canada rate (number),v53829285,68.2.2.4,-1.0
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Males,Statistically different from the Canada rate (number),v53829285,68.2.2.4,-1.0
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Males,Statistically different from the provincial rate (number),v53829286,68.2.2.5,-1.0
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Males,Statistically different from the provincial rate (number),v53829286,68.2.2.5,-1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Males,Statistically different from the provincial rate (number),v53829286,68.2.2.5,-1.0
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Males,Statistically different from the provincial rate (number),v53829286,68.2.2.5,-1.0
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Males,Statistically different from reference period five years previous (number),v53829287,68.2.2.7,..
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Males,Statistically different from reference period five years previous (number),v53829287,68.2.2.7,1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Males,Statistically different from reference period five years previous (number),v53829287,68.2.2.7,..
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Males,Statistically different from reference period five years previous (number),v53829287,68.2.2.7,..
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Females,Life expectancy,v53829288,68.2.3.1,19.6
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Females,Life expectancy,v53829288,68.2.3.1,20.4
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Females,Life expectancy,v53829288,68.2.3.1,20.4
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Females,Life expectancy,v53829288,68.2.3.1,20.6
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Females,"Low 95% confidence interval, life expectancy",v53829289,68.2.3.2,19.4
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Females,"Low 95% confidence interval, life expectancy",v53829289,68.2.3.2,20.3
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Females,"Low 95% confidence interval, life expectancy",v53829289,68.2.3.2,20.2
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Females,"Low 95% confidence interval, life expectancy",v53829289,68.2.3.2,20.4
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Females,"High 95% confidence interval, life expectancy",v53829290,68.2.3.3,19.8
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Females,"High 95% confidence interval, life expectancy",v53829290,68.2.3.3,20.6
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Females,"High 95% confidence interval, life expectancy",v53829290,68.2.3.3,20.6
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Females,"High 95% confidence interval, life expectancy",v53829290,68.2.3.3,20.8
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Females,Statistically different from the Canada rate (number),v53829291,68.2.3.4,-1.0
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Females,Statistically different from the Canada rate (number),v53829291,68.2.3.4,-1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Females,Statistically different from the Canada rate (number),v53829291,68.2.3.4,-1.0
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Females,Statistically different from the Canada rate (number),v53829291,68.2.3.4,-1.0
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Females,Statistically different from the provincial rate (number),v53829292,68.2.3.5,-1.0
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Females,Statistically different from the provincial rate (number),v53829292,68.2.3.5,-1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Females,Statistically different from the provincial rate (number),v53829292,68.2.3.5,-1.0
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Females,Statistically different from the provincial rate (number),v53829292,68.2.3.5,-1.0
2000/2002,"North East Health Integration Network, Ontario",3513,At age 65,Females,Statistically different from reference period five years previous (number),v53829293,68.2.3.7,..
2005/2007,"North East Health Integration Network, Ontario",3513,At age 65,Females,Statistically different from reference period five years previous (number),v53829293,68.2.3.7,1.0
2006/2008,"North East Health Integration Network, Ontario",3513,At age 65,Females,Statistically different from reference period five years previous (number),v53829293,68.2.3.7,..
2007/2009,"North East Health Integration Network, Ontario",3513,At age 65,Females,Statistically different from reference period five years previous (number),v53829293,68.2.3.7,..
2000/2002,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,Life expectancy,v53829294,69.1.1.1,77.1
2005/2007,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,Life expectancy,v53829294,69.1.1.1,78.5
2006/2008,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,Life expectancy,v53829294,69.1.1.1,78.4
2007/2009,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,Life expectancy,v53829294,69.1.1.1,78.6
2000/2002,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53829295,69.1.1.2,76.8
2005/2007,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53829295,69.1.1.2,78.2
2006/2008,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53829295,69.1.1.2,78.0
2007/2009,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,"Low 95% confidence interval, life expectancy",v53829295,69.1.1.2,78.3
2000/2002,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53829296,69.1.1.3,77.5
2005/2007,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53829296,69.1.1.3,78.9
2006/2008,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53829296,69.1.1.3,78.8
2007/2009,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,"High 95% confidence interval, life expectancy",v53829296,69.1.1.3,79.0
2000/2002,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,Statistically different from the Canada rate (number),v53829297,69.1.1.4,-1.0
2005/2007,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,Statistically different from the Canada rate (number),v53829297,69.1.1.4,-1.0
2006/2008,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,Statistically different from the Canada rate (number),v53829297,69.1.1.4,-1.0
2007/2009,"North West Health Integration Network, Ontario",3514,At birth,Both sexes,Statistically different from the Canada rate (number),v53829297,69.1.1.4,-1.0
